id,openai_classification
627234602604755536,Family-friendly; Quiet area; Convenient transportation  
627620612416553252,Central location; Near public transportation; With private parking  
627859079841639421,Stylish and modern decor; Quiet area; Cozy atmosphere  
627867821855505632,Central location; Close to major landmarks; Fully equipped kitchen  
627936564327244573,Central location; Near cultural attractions; Great for food lovers  
627942167320673931,Central location; Near major landmarks; Cozy atmosphere
627950485602163798,Central location; Near public transportation; Near major landmarks  
627956520392916952,Central location; Near public transportation; Near major landmarks  
627959240534124857,Central location; Near public transportation; Near major landmarks  
627959285606365482,Central location; Near public transportation; Near major landmarks  
627973493887148980,Central location; Near public transportation; Near major landmarks  
627981401613845250,Central location; Near public transportation; Near major landmarks  
627984064932774870,Central location; Near public transportation; Near major landmarks  
628076250764666028,Modern apartment; Central location; Stylish and modern decor  
628098447387443698,Quiet area; Central location; Spacious living areas  
628107373031165517,Quiet area; Central location; Spacious living areas
628116532195117539,Central location; Modern apartment; Stylish and modern decor  
628174394749908313,Central location; Modern apartment; Cozy atmosphere  
628243466391814576,Central location; Luxury apartment; Stylish and modern decor  
628290660209016920,Central location; Modern apartment; Cozy atmosphere  
628295230246158063,Central location; Quiet area; Family-friendly  
628393708719935850,Central location; Modern apartment; Luxury apartment  
628412156480403084,Central location; Close to restaurants and cafes; Family-friendly  
628544303153526617,Central location; Quiet area; Fully equipped kitchen  
628736661280986698,Quiet area; Nearby parks or green spaces; Spacious living areas  
628831711631364308,Cozy atmosphere; Fully equipped kitchen; Compact and efficient studio
628966800105837266,Quiet area; Family-friendly; Near public transportation  
629392405984827189,Central location; Near public transportation; Fully equipped kitchen  
629426851107539241,Central location; Family-friendly; Stylish and modern decor  
629428904926925529,Ideal for couples; Scenic walking routes nearby; Stylish and modern decor  
629503416436573099,Central location; Luxury apartment; Includes high-speed WiFi  
629511493120182579,Central location; Luxury apartment; Includes high-speed WiFi  
629643452673038533,Central location; Ideal for couples; Walkable neighborhood  
629664774088335496,Quiet area; Suitable for solo travelers; Nearby parks or green spaces  
630216610150567962,Quiet area; Accessible for reduced mobility; Central location  
630219155830236902,Quiet area; Accessible for reduced mobility; Central location
630469660325342313,Central location; Near public transportation; Quiet area  
630477090596221074,Luxury apartment; Family-friendly; Close to shopping areas  
630747658479023114,Quiet area; Near public transportation; Fully equipped kitchen  
630807955849143618,Quiet area; Near public transportation; Spacious living areas  
630862261333421255,Cozy atmosphere; Compact and efficient studio; Fully equipped kitchen  
630862658682096935,Central location; Near public transportation; Includes cleaning service  
630886945450504887,Central location; Near public transportation; Close to local markets  
631212467905929096,Central location; Historic neighborhood; Room for families/friends  
632464872383520713,Central location; Ideal for couples; Cozy atmosphere  
632621198488295709,Central location; Luxury apartment; Suitable for families
632722002587276107,Central location; Ideal for couples; Historic neighborhood  
632911222171311049,Panoramic city views; Ideal for couples; Near cultural attractions  
633008926516729865,Central location; Fully equipped kitchen; Stylish and modern decor  
633020486428148686,Central location; Fully equipped kitchen; Stylish and modern decor  
633061769548370491,Central location; Fully equipped kitchen; Cozy atmosphere  
633080937740427940,Central location; Fully equipped kitchen; Cozy atmosphere  
633368195523193226,Quiet area; Near public transportation; Ideal for solo travelers  
633671187981640445,Central location; Family-friendly; Near cultural attractions  
633739276312752796,Quiet area; Charming old-town vibe; Close to public transportation  
633909760675144485,Central location; Nearby parks or green spaces; Ideal for couples
634076522505626728,Central location; Quiet area; Fully equipped kitchen  
634431831419367386,Near public transportation; Ideal for couples; Fully equipped kitchen  
634525245849802560,Near public transportation; Cozy atmosphere; Fully equipped kitchen  
634809897812622930,Near public transportation; Fully equipped kitchen; Ideal for couples  
635140073262504587,Central location; Close to restaurants and cafes; Peaceful courtyard access  
635149574399779559,Central location; Close to restaurants and cafes; Peaceful courtyard access  
635174689161302320,Central location; Quiet area; Panoramic city views  
635185835826160898,Panoramic city views; Quiet area; Perfect for extended stays  
635193034502090537,Near public transportation; Nearby parks or green spaces; Budget-friendly  
635206190512322291,Central location; Good natural lighting; Business traveler-friendly
635219790995214069,Modern apartment; Luxury apartment; Stylish and modern decor  
635238866763644360,Modern apartment; Luxury apartment; Stylish and modern decor  
635246066363306252,Modern apartment; Luxury apartment; Central location  
635246868525570243,Modern apartment; Luxury apartment; Central location  
635260059774798347,Modern apartment; Luxury apartment; Central location  
635297486902747142,Modern apartment; Luxury apartment; Pet-friendly  
635303790603474100,Modern apartment; Luxury apartment; Central location  
635305697073657465,Modern apartment; Luxury apartment; Pet-friendly  
635315992642095819,Modern apartment; Luxury apartment; Central location  
635350151947709280,Modern apartment; Luxury apartment; Pet-friendly
635360322626357480,Central location; Pet-friendly; Modern apartment  
635364681716805012,Central location; Luxury apartment; Modern apartment  
635367838503372038,Central location; Modern apartment; Stylish and modern decor  
635474994421244179,Central location; Modern apartment; Stylish and modern decor  
635478618986780886,Central location; Pet-friendly; Modern apartment  
635488580170596868,Central location; Luxury apartment; Modern apartment  
635496438449530726,Central location; Luxury apartment; Modern apartment  
635500832662304598,Central location; Modern apartment; Charming old-town vibe  
635511199317376917,Central location; Luxury apartment; Modern apartment  
635514570849239240,Central location; Luxury apartment; Modern apartment
635517504735629692,Modern apartment; Central location; Stylish and modern decor  
635531900868428766,Modern apartment; Central location; Stylish and modern decor  
635534796110941465,Modern apartment; Pet-friendly; Central location  
635539567225535485,Modern apartment; Central location; Luxury apartment  
635542645403830953,Central location; Near public transportation; Family-friendly  
635925596995545392,Quiet area; Central location; Spacious living areas  
635932585738813133,Quiet area; Central location; Spacious living areas  
635937936160929475,Quiet area; Central location; Spacious living areas  
636017032703886384,Modern apartment; Central location; Luxury apartment  
636024185201934014,
636162815024950090,Family-friendly; Ideal for couples; Quiet area
636244902264323716,Cozy atmosphere; Ideal for couples; Quiet area  
636741101346184975,Central location; Close to restaurants and cafes; Near public transportation  
636742561813662488,Quiet area; Near public transportation; Cozy atmosphere  
636779444291351126,Ideal for couples; Historic neighborhood; Close to cultural attractions  
637027017540278677,Near major landmarks; Scenic walking routes nearby; Surrounded by historic architecture  
637031936219601083,Central location; Close to restaurants and cafes; Panoramic city views  
637310366028330688,Near public transportation; Nearby parks or green spaces; Family-friendly  
637484548388435178,Central location; Close to restaurants and cafes; Near public transportation  
637566649532955994,Family-friendly; Fully equipped kitchen; Close to restaurants and cafes  
637637180211967045,Quiet area; Near public transportation; Modern apartment
638101717509356553,Family-friendly; Spacious living areas; Quiet area  
638236927604524717,Ideal for couples; Near cultural attractions; Historic neighborhood  
638427815449307293,Central location; Panoramic city views; Near major landmarks  
638774032687086637,Central location; Near public transportation; Family-friendly  
638775673756197619,Family-friendly; Unique architectural design; Spacious living areas  
638855332771585159,Central location; Budget-friendly; Convenient to travel  
638962825118942725,Stylish and modern decor; Central location; Cozy atmosphere  
639008394893859111,Luxury apartment; Unique architectural design; Stylish and modern decor  
639070950362560260,Central location; Near cultural attractions; Modern apartment  
639132951116556182,Stylish and modern decor; Cozy atmosphere; Good natural lighting
639484811053261816,Central location; Close to restaurants and cafes; Quiet area  
639485542079750988,Central location; Ideal for couples; Good natural lighting  
639499414686401076,Family-friendly; Close to local markets; With private parking  
639753177402937110,Central location; Business traveler-friendly; Includes high-speed WiFi  
639821949442584776,Central location; Close to restaurants and cafes; Flexible check-in  
639952687754552396,Central location; Nearby parks or green spaces; Near cultural attractions  
640236496252063569,Central location; Modern apartment; Near major landmarks  
640244474674100430,Central location; Historic neighborhood; Good natural lighting  
640444367677809155,Budget-friendly; Near public transportation; Perfect for extended stays  
641074969047264269,Central location; Close to major landmarks; Flexible check-in
641156183943605820,Central location; Flexible check-in; Near major landmarks  
641159228277411197,Central location; Flexible check-in; Near major landmarks  
641161822386346760,Central location; Flexible check-in; Near major landmarks  
641164297899924461,Central location; Flexible check-in; Near major landmarks  
641695134415552475,
641698311436633162,Central location; Cozy atmosphere; Ideal for couples  
641701098093924042,Central location; Cozy atmosphere; Ideal for couples  
641734669631701784,Stylish and modern decor; Central location; Close to restaurants and cafes  
641808662937905577,
641828181445761186,Central location; Fully equipped kitchen; Close to restaurants and cafes  
641940710054464134,Quiet area; Nearby parks or green spaces; Charming old-town vibe  
641983546946641292,Central location; Close to restaurants and cafes; Flexible check-in
642010502676595599,Modern apartment; Cozy atmosphere; Quiet area  
642011980986367988,Central location; Close to restaurants and cafes; Near public transportation  
642017260757528594,Central location; Close to restaurants and cafes; Near public transportation  
642092096409277738,Quiet area; Nearby parks or green spaces; Charming old-town vibe  
642092887967162497,Family-friendly; Quiet area; Pet-friendly  
642484917920886383,Modern apartment; Cozy atmosphere; Quiet area  
642535147736732621,Stylish and modern decor; Panoramic city views; Compact and efficient studio  
642610873826799957,Modern apartment; Quiet area; Family-friendly  
642696378653010029,Suitable for solo travelers; Cozy atmosphere; Central location  
642735067321705936,Central location; Near public transportation; Rooftop terrace or balcony
642763076224489012,Fully equipped kitchen; Cozy atmosphere; Budget-friendly  
642769359653438219,Family-friendly; Central location; Near public transportation  
643113053240386655,Ideal for couples; Compact and efficient studio; Suitable for solo travelers  
643270135537165431,
643276981849980883,Historic neighborhood; Quiet area; Stylish and modern decor  
643410684223347691,Family-friendly; Scenic walking routes nearby; Good natural lighting  
643473098576370502,Quiet area; Accessible for reduced mobility; Peaceful courtyard access  
643538945772233420,Central location; Ideal for couples; Perfect for extended stays  
643856540801546198,Near public transportation; Convenient location; Peaceful courtyard access  
643871299238099183,Ideal for couples; Includes high-speed WiFi; Remote work setup  
643893146840281427,Modern apartment; Includes high-speed WiFi; Business traveler-friendly
643894482050340327,Modern apartment; Fully equipped kitchen; Ideal for couples  
643896735490102441,Ideal for couples; Fully equipped kitchen; Close to restaurants and cafes  
643949967196848619,Panoramic city views; Spacious living areas; Close to cultural attractions  
644008255185175641,Historic neighborhood; Near major landmarks; Stylish and modern decor  
644232569840852457,Compact and efficient studio; Budget-friendly; Laundry facilities included  
644234751823076664,Family-friendly; Spacious living areas; Budget-friendly  
644234778393915691,Family-friendly; Spacious living areas; Budget-friendly  
644685087672923318,Near public transportation; Ideal for couples; Budget-friendly  
644732372082751829,Close to public squares; Near public transportation; Close to restaurants and cafes  
644781072095061314,Central location; Close to public transportation; Includes breakfast
644885640606724803,Close to restaurants and cafes; Family-friendly; Quiet area  
644886107208351043,Close to restaurants and cafes; Family-friendly; Quiet area  
644958290704653749,Central location; Close to restaurants and cafes; Near public transportation  
645313282895737267,Central location; Near public transportation; Close to restaurants and cafes  
645424159777813440,Fully equipped kitchen; Family-friendly; Spacious living areas  
645452781276106587,Central location; Quiet area; Fully equipped kitchen  
645510455383358772,Central location; Quiet street; Fully equipped kitchen  
645517673838263867,Quiet area; Close to restaurants and cafes; Ideal for couples  
645517796446595947,Cozy atmosphere; Compact and efficient studio; Fully equipped kitchen  
645551561450313415,Central location; Family-friendly; Ideal for couples
645551641245701139,Business traveler-friendly; Remote work setup; Includes high-speed WiFi  
645678436769720731,Family-friendly; Fully equipped kitchen; Close to restaurants and cafes  
645690890988181229,Luxury apartment; Family-friendly; Near a river or waterfront  
645691172036739855,Family-friendly; Fully equipped kitchen; Close to restaurants and cafes  
645714357183212159,Luxury apartment; Family-friendly; Near a river or waterfront  
646051436190872806,Budget-friendly; Near public transportation; Nearby parks or green spaces  
646066546493636716,Ideal for couples; Fully equipped kitchen; Laundry facilities included  
646141953350329913,Suitable for solo travelers; Fully equipped kitchen; Laundry facilities included  
646181820419949378,Close to restaurants and cafes; Scenic walking routes nearby; Near cultural attractions  
646220583713800794,Family-friendly; Historic neighborhood; Laundry facilities included
646408710523411190,Central location; Near public transportation; Fully equipped kitchen
646759591590269458,Central location; Ideal for couples; Includes high-speed WiFi
646774767783558738,Central location; Near major landmarks; Close to restaurants and cafes
646783591428507805,Central location; Near major landmarks; Close to restaurants and cafes
646812704897083730,Central location; Near major landmarks; Close to restaurants and cafes
646818385813434903,Central location; Near major landmarks; Close to restaurants and cafes
646822793446425652,Central location; Flexible check-in; Private entrance
646826234292018512,Central location; Near major landmarks; Close to restaurants and cafes
646852701462530151,Central location; Near major landmarks; Close to restaurants and cafes
646858089568818495,Central location; Near major landmarks; Close to restaurants and cafes
646858133386346460,Central location; Close to restaurants and cafes; Near cultural attractions  
646867014956778168,Central location; Close to restaurants and cafes; Near cultural attractions  
646871762100965484,Central location; Close to restaurants and cafes; Near cultural attractions  
646913576082205591,Central location; Close to restaurants and cafes; Near cultural attractions  
646919105960170279,Central location; Close to restaurants and cafes; Near cultural attractions  
646922931291803566,Central location; Close to restaurants and cafes; Near cultural attractions  
646927231318714109,Central location; Close to restaurants and cafes; Near cultural attractions  
646930959947133112,Central location; Close to restaurants and cafes; Near cultural attractions  
646961084117938363,Central location; Near public transportation; Close to restaurants and cafes  
646961142783301799,Central location; Near public transportation; Close to restaurants and cafes
646970673831814837,Central location; Near public transportation; Close to restaurants and cafes
646974148006299132,Central location; Near public transportation; Close to restaurants and cafes
647001771748703191,Central location; Near public transportation; Close to restaurants and cafes
647006650228464571,Central location; Near public transportation; Close to restaurants and cafes
647009874784408979,Central location; Near public transportation; Close to restaurants and cafes
647009897624271301,Central location; Near public transportation; Close to restaurants and cafes
647016455869415278,Central location; Near public transportation; Close to restaurants and cafes
647048622611388187,Central location; Near public transportation; Close to restaurants and cafes
647053172082999480,Central location; Near public transportation; Close to restaurants and cafes
647056715755390394,Central location; Near public transportation; Close to restaurants and cafes
647060227688715060,Central location; Near public transportation; Close to restaurants and cafes  
647064046910123590,Central location; Near public transportation; Close to restaurants and cafes  
647904126972757551,Central location; Near cultural attractions; Stylish and modern decor  
647952681305709599,Central location; Close to cultural attractions; Business traveler-friendly  
648205774798019438,Central location; Rooftop terrace or balcony; Family-friendly  
648476319640590724,Central location; Luxury apartment; Stylish and modern decor  
648563974035816597,Central location; Close to restaurants and cafes; Business traveler-friendly  
648920259026215947,
648957317630009035,Central location; Luxury apartment; Family-friendly  
648990547988683129,Near public transportation; Central location; Quiet area  
649079774263677165,Central location; Quiet street; Close to cultural attractions
649134632207906283,Central location; Close to restaurants and cafes; Near cultural attractions  
649243079883268121,Central location; Near public transportation; Modern apartment  
649340712714315072,Central location; Near public transportation; Cozy atmosphere  
649354814892466427,Central location; Near cultural attractions; Residential neighborhood  
649394755684988240,Luxury apartment; Family-friendly; Panoramic city views  
649699636587591381,Luxury apartment; Quiet area; Rooftop terrace or balcony  
649746397199914143,Central location; Quiet area; Cozy atmosphere  
649779194241365448,
649948969958244141,Central location; Close to restaurants and cafes; Family-friendly  
650022934680567611,Modern apartment; Includes high-speed WiFi; Business traveler-friendly  
650033419452609974,Quiet area; Fully equipped kitchen; Spacious living areas
650042649808202329,Central location; Fully equipped kitchen; Quiet area  
650054502700183849,Luxury apartment; Ideal for couples; Modern apartment  
650507300053305464,Central location; Historic neighborhood; Ideal for couples  
650546937269463647,Central location; Cozy atmosphere; Perfect for couples  
650555549101835010,Near public transportation; Quiet area; Family-friendly  
650629807255252695,Central location; Flexible check-in; Near public transportation  
650643371260254887,Central location; Flexible check-in; Near public transportation  
650723878059425473,Cozy atmosphere; Includes breakfast; Close to restaurants and cafes  
651035913944932086,Central location; Flexible check-in; Near public transportation  
651038035662510648,Central location; Flexible check-in; Near public transportation
651115223495719598,Central location; Near public transportation; Fully equipped kitchen  
651223194653422777,Central location; Ideal for couples; Cozy atmosphere  
651257817975414190,Central location; Panoramic city views; Luxury apartment  
651275571775495787,Central location; Panoramic city views; Luxury apartment  
651848537644336119,Central location; Near public transportation; Fully equipped kitchen  
651980135205404031,Cozy atmosphere; Includes cleaning service; Fully equipped kitchen  
652828707990690918,Central location; Near public transportation; Ideal for couples  
653277003592718699,Modern apartment; Quiet area; Fully equipped kitchen  
653298261655435019,Quiet area; Near cultural attractions; Central location  
653410486060449976,Central location; Ideal for couples; Fully equipped kitchen
653411457582747063,Family-friendly; Near public transportation; Close to shopping areas  
653429339448053882,Family-friendly; Quiet area; Near public transportation  
653443290222779313,Luxury apartment; Central location; Business traveler-friendly  
654061950415793372,Ideal for couples; Close to restaurants and cafes; Fully equipped kitchen  
654074204836691320,Family-friendly; Historic neighborhood; Spacious living areas  
654083360809114838,Ideal for couples; Close to restaurants and cafes; Fully equipped kitchen  
654102813108977656,Ideal for couples; Close to restaurants and cafes; Fully equipped kitchen  
654343920495435720,Family-friendly; Close to public transportation; Quiet area  
654363832437175518,Family-friendly; Close to restaurants and cafes; Spacious living areas  
654373092132971042,Family-friendly; Close to restaurants and cafes; Spacious living areas
654403778418745129,Central location; Modern apartment; Near public transportation  
654845933265205590,Spacious living areas; Near public transportation; Family-friendly  
654920424316088169,Central location; Near public transportation; Close to restaurants and cafes  
655087482105671706,Family-friendly; Spacious living areas; Fully equipped kitchen  
655514139345051127,
655584445173566422,Central location; Close to restaurants and cafes; Quiet area  
655624431563425582,Quiet area; Near public transportation; Nearby parks or green spaces  
655747430948827483,Charming old-town vibe; Close to restaurants and cafes; Cozy atmosphere  
655768131417715776,Central location; Ideal for couples; Quiet area  
655821179763661897,Central location; Close to nightlife; Close to restaurants and cafes  
656386411177295845,Central location; Stylish and modern decor; Ideal for couples
656389069815688432,Unique architecture; Near a river or waterfront; Garden space for events
656400054716238986,Central location; Stylish and modern decor; Good natural lighting
656915900428008071,Central location; Panoramic city views; Ideal for couples
656935815938915665,Luxury apartment; Quiet area; Close to restaurants and cafes
657179706156088385,Modern apartment; Close to local markets; Artistic atmosphere
657305299206910535,Family-friendly; Spacious living areas; Fully equipped kitchen
657452848756631661,Close to restaurants and cafes; Near public transportation; Quiet street
657623690488603383,Central location; Cozy atmosphere; Close to major landmarks
657787344613110942,Nearby parks or green spaces; Quiet area; Modern apartment
657965142238214790,Historic neighborhood; Close to cultural attractions; Charming old-town vibe
657980731446847873,Central location; Near cultural attractions; Close to restaurants and cafes  
658351968965570661,Near public transportation; Historic neighborhood; Cozy atmosphere  
658395288702441993,Modern apartment; Quiet area; Ideal for couples  
658650149566729842,
658725786597792882,Central location; Near public transportation; Business traveler-friendly  
658749156166658966,Central location; Near public transportation; Business traveler-friendly  
658762328075462217,Central location; With private parking; Business traveler-friendly  
659017927464557571,Central location; Fully equipped kitchen; Good natural lighting  
659018572978717576,Central location; Near public transportation; Close to local markets  
659123446195591148,Historic neighborhood; Near cultural attractions; Close to shopping areas  
659213602208465300,Quiet area; Near public transportation; Unique architectural design
659242398129357671,Quiet area; Near public transportation; Fully equipped kitchen  
659276753313155995,Modern apartment; Ideal for couples; Business traveler-friendly  
659299832796867409,Modern apartment; Ideal for couples; Business traveler-friendly  
659344723427089033,Central location; Near cultural attractions; Fully equipped kitchen  
660019927702806017,Central location; Near public transportation; Stylish and modern decor  
660104733582708563,Family-friendly; Luxury apartment; Near health and wellness facilities  
660526571533445298,Near public transportation; Cozy atmosphere; Ideal for couples  
660569416725322540,Ideal for couples; Budget-friendly; Cozy atmosphere  
660620229061273777,Artistic atmosphere; Near cultural attractions; Scenic walking routes nearby  
660648729126142002,Modern apartment; Near public transportation; With private parking
660656044229682985,Cozy atmosphere; Ideal for couples; Central location  
660739815862999637,Cozy atmosphere; Near public transportation; Family-friendly  
660785613936367156,Central location; Family-friendly; Near cultural attractions  
661162291645106184,Event hosting space; Family-friendly; Spacious living areas  
661416089195707940,Panoramic city views; Central location; Luxury apartment  
661517987461001417,Central location; Family-friendly; With private parking  
661556591458971918,Cozy atmosphere; Family-friendly; Pet-friendly  
661586522224337608,Family-friendly; Near public transportation; Central location  
661623648080202169,Accessible for reduced mobility; Family-friendly; Quiet area  
661636158313311924,Accessible for reduced mobility; Family-friendly; Quiet area
662053544890289398,Central location; Near cultural attractions; Unique architectural design  
662251231109184569,Central location; Near cultural attractions; Fully equipped kitchen  
662271134055534344,Central location; Family-friendly; Spacious living areas  
662284126731293330,Central location; Family-friendly; Modern apartment  
662756669005461481,Quiet area; Nearby parks or green spaces; Close to restaurants and cafes  
662959098704644091,Modern apartment; Family-friendly; Near public transportation  
663152154405981663,Central location; Near public transportation; Ideal for couples  
663161641422716418,Compact and efficient studio; Remote work setup; Fully equipped kitchen  
663169090674581239,Central location; Business traveler-friendly; Modern apartment  
663470017103382963,Historic neighborhood; Cozy atmosphere; Central location
663611537998332879,Central location; Fully equipped kitchen; Family-friendly  
663646643914339883,Close to restaurants and cafes; Near public transportation; Near major landmarks  
663779236152890840,Close to restaurants and cafes; Charming old-town vibe; Cozy atmosphere  
663780695638926137,Near cultural attractions; Unique architectural design; Stylish and modern decor  
664156593030032976,Luxury apartment; Spacious living areas; Stylish and modern decor  
664187848339652298,Central location; Fully equipped kitchen; Family-friendly  
664215752216490571,
664365129329939105,Close to restaurants and cafes; Near public transportation; Near major landmarks  
664373524164472961,Panoramic city views; Cozy atmosphere; Unique architectural design  
664400666722400876,Includes high-speed WiFi; Business traveler-friendly; Budget-friendly  
664964298425890379,With private parking; Near public transportation; Family-friendly
664992805210753207,Family-friendly; Near public transportation; Quiet area  
665723684377266116,Ideal for couples; Fully equipped kitchen; Cozy atmosphere  
665765803042637478,Stylish and modern decor; Near cultural attractions; Charming old-town vibe  
665773180351136296,Luxury apartment; Central location; Eco-friendly features  
665887499427538926,Spacious living areas; Nearby parks or green spaces; Remote work setup  
665914870574320344,Central location; Close to shopping areas; Cyclist-friendly area  
666002403086208339,Historic neighborhood; Central location; Family-friendly  
666404428231786823,Ideal for couples; Fully equipped kitchen; Cozy atmosphere  
666415065590222062,Family-friendly; Historic neighborhood; Close to major landmarks  
666453221000771798,Central location; Family-friendly; Spacious living areas
666455391472053712,
666474065996528987,Fully equipped kitchen; Quiet area; Near public transportation  
667068525789825286,Central location; Quiet area; Near public transportation  
667702630301538401,Family-friendly; Central location; Stylish and modern decor  
667957038986652150,Quiet area; Fully equipped kitchen; Near public transportation  
667960809158555512,Fully equipped kitchen; Panoramic city views; With private parking  
668074154515243983,Peaceful courtyard access; Quiet area; Warm and relaxing ambiance  
668518092816633952,Unique architectural design; Ideal for couples; Luxury apartment  
668645243570364294,Central location; Spacious living areas; Family-friendly  
669388304653128365,Nearby parks or green spaces; Quiet area; Close to cultural attractions  
669730638236336124,Central location; Stylish and modern decor; Ideal for couples
670033042017805161,Family-friendly; Near public transportation; Quiet street  
670270912174861961,Luxury apartment; Central location; Fully equipped kitchen  
670393952733138691,Central location; Fully equipped kitchen; Flexible check-in  
671016047125764962,Modern apartment; Business traveler-friendly; Near public transportation  
671027893456680602,Modern apartment; Business traveler-friendly; Near public transportation  
671042024468615371,Modern apartment; Business traveler-friendly; Near public transportation  
671056790243744201,Modern apartment; Business traveler-friendly; Near public transportation  
671363426220170761,Central location; Historic neighborhood; Private entrance  
671458787161477747,Central location; Family-friendly; Fully equipped kitchen  
672209609963605792,Modern apartment; Family-friendly; Quiet area
672334052341678979,Central location; Near cultural attractions; Close to shopping areas  
672435360948963471,Central location; Near cultural attractions; Family-friendly  
672451074545069593,Central location; Near cultural attractions; Family-friendly  
672452844016179954,Central location; Near cultural attractions; Family-friendly  
672453949876638299,Central location; Near cultural attractions; Family-friendly  
673179750153412766,Central location; Fully equipped kitchen; Family-friendly  
673595345229674564,Central location; Luxury apartment; Ideal for couples  
673831332990643166,Family-friendly; Close to restaurants and cafes; Budget-friendly  
673831391419410551,
673832624808103043,Central location; Stylish and modern decor; Near museums and galleries  
674342426327688508,Central location; Ideal for couples; Compact and efficient studio
674353076573521920,Ideal for couples; Cozy atmosphere; Fully equipped kitchen  
674418311734191175,Family-friendly; Fully equipped kitchen; Cozy atmosphere  
674429010220127700,Near public transportation; Family-friendly; Ideal for couples  
674543008721563141,Family-friendly; Pet-friendly; Modern apartment  
674627087310865306,Unique architectural design; Suitable for solo travelers; Event hosting space  
675131286716200507,Ideal for couples; Close to shopping areas; Quiet area  
675387810009179204,Quiet area; Close to restaurants and cafes; Near public transportation  
675401802952748901,Budget-friendly; Close to restaurants and cafes; Family-friendly  
675446130172449951,Budget-friendly; Close to restaurants and cafes; Family-friendly  
675715874133451464,Historic neighborhood; Near cultural attractions; Cozy atmosphere
675903366543099555,Central location; Near public transportation; Good natural lighting  
675912829928472522,Central location; Ideal for couples; Close to restaurants and cafes  
676086550911556659,Central location; Luxury apartment; Near major landmarks  
676116280822274770,Quiet area; Family-friendly; Fully equipped kitchen  
676573032710063864,Central location; Budget-friendly; Includes high-speed WiFi  
676741646155134041,Quiet area; Cozy atmosphere; Suitable for solo travelers  
677271329037165447,Central location; Safe neighborhood; Ideal for couples  
679635887715490935,Central location; Family-friendly; Close to restaurants and cafes  
680200804871954990,Central location; Near public transportation; Historic neighborhood  
680203320900347054,Central location; Ideal for couples; Includes high-speed WiFi
680206858309823044,Modern apartment; Historic neighborhood; Luxury apartment  
680371171842060584,Unique architectural design; Stylish and modern decor; Cozy atmosphere  
680816825920632602,Central location; Family-friendly; Near cultural attractions  
680905879123633176,Historic neighborhood; Family-friendly; Spacious living areas  
680949089043660080,Central location; Quiet area; Ideal for couples  
680985294952709322,Modern apartment; Spacious living areas; Close to public transportation  
681008987533562525,Luxury apartment; Fully equipped kitchen; Near public transportation  
681017751254148982,Ideal for couples; Quiet area; Close to public transportation  
681244261033081772,Historic neighborhood; Panoramic city views; Stylish and modern decor  
681640075548844742,Central location; Close to public transportation; Charming old-town vibe
681731887143006691,Central location; Ideal for couples; Includes high-speed WiFi
682002854665642494,Historic neighborhood; Panoramic city views; Luxury apartment
682315386132776755,Rooftop terrace or balcony; Fully equipped kitchen; Close to restaurants and cafes
682353195086480285,Quiet area; Spacious living areas; Scenic walking routes nearby
682472507587013121,Central location; Boutique apartment; Personalized service
682536056417071967,Central location; Close to restaurants and cafes; Flexible check-in
682543024863093838,Central location; Family-friendly; Flexible check-in
682569164614855389,
682891164413289883,Central location; Budget-friendly; Near public transportation
682978390986141185,Central location; Near public transportation; Compact and efficient studio
682985118139740728,Central location; Near public transportation; Compact and efficient studio
683066158451639934,Central location; Family-friendly; Fully equipped kitchen  
683078799224507217,Central location; Stylish and modern decor; Ideal for couples  
683685806333853961,Modern apartment; Near public transportation; Fully equipped kitchen  
683943005108141583,Quiet area; Close to restaurants and cafes; Stylish and modern decor  
683971111798475669,Family-friendly; Near parks or green spaces; Quiet area  
684410577654606757,Luxury apartment; Personalized service; Central location  
684418641413578065,Luxury apartment; Personalized service; Central location  
684428917721321659,Luxury apartment; Personalized service; Central location  
684436285813651843,Luxury apartment; Personalized service; Central location  
684514895590999158,Quiet area; Ideal for couples; Perfect for digital nomads
684543440769917926,Luxury apartment; Central location; Historic neighborhood  
684543481148138962,Luxury apartment; Central location; Historic neighborhood  
684685697930245514,Panoramic city views; Near public transportation; Nearby parks or green spaces  
684704700536644487,Central location; Close to restaurants and cafes; Fully equipped kitchen  
684723672025663419,Central location; Charming old-town vibe; Ideal for couples  
685236514984088046,Quiet area; Close to public transportation; Unique architectural design  
685385943848149768,Modern apartment; Close to shopping areas; With private parking  
685556603331980272,Central location; Family-friendly; Cozy atmosphere  
685946438382312236,Central location; Quiet area; Near cultural attractions  
686138833791136760,Central location; Near public transportation; Close to restaurants and cafes
686146967928020198,Central location; Ideal for couples; Near cultural attractions  
686265832665972063,Close to parks or green spaces; Cozy atmosphere; Close to restaurants and cafes  
686414124575996088,Central location; Family-friendly; Close to restaurants and cafes  
686725699172010185,Panoramic city views; Luxury apartment; Ideal for couples  
686837722519595057,Panoramic city views; Luxury apartment; Ideal for couples  
686849693564057434,Family-friendly; Business traveler-friendly; Quiet area  
687467015764536119,Near public transportation; Close to local markets; Family-friendly  
687569375383471889,Modern apartment; With private parking; Fully equipped kitchen  
688350803961576808,Quiet area; Family-friendly; Compact and efficient studio  
688767920063289133,Central location; Modern apartment; Near cultural attractions
688785805820268697,
688851357880868390,Central location; Near public transportation; Quiet area  
688948485843408309,Central location; Ideal for couples; Shared space  
688962448960763481,Near public transportation; Suitable for solo travelers; Shared space  
